video_id	caption	start	end	duration	phase	idx
v_iFTYM1Ez5ZM	The competitor gradually begins by running slowly then picking up speed to a sprint and landing one foot on the white marker line and two more hops on each foot and then jumps over the sand course	3.92	12.56	156.97	train	9598
v_iFTYM1Ez5ZM	The competitor skips and runs off of the track and goes to the spectator stands and celebrates his jump	12.56	26.68	156.97	train	9599
v_iFTYM1Ez5ZM	A close up of the competitors foot position landing on the white marker line is shown on a close up and the jump is shown in slow motion and at regular speed multiple times	26.68	156.97	156.97	train	9600
v_xGpaEqbVgBI	The camera pans around a large group of people playing a soccer match on a field with many people watching on the sides	0.0	25.32	80.39	train	9601
v_xGpaEqbVgBI	The players walk around the field a bit and lead into them playing the game	22.51	64.31	80.39	train	9602
v_xGpaEqbVgBI	A person's hand then covers the camera and moves all around the area	61.9	80.39	80.39	train	9603
v_SvM0twHYsus	A woman looks through a large pile of clothing and begins throwing at the camera man	0.25	16.01	49.25	train	9604
v_SvM0twHYsus	She miles his direction while talking and irons some clothes on the table	16.5	49.25	49.25	train	9605
v_uXPm6SMQH1M	A black horse is standing in a stable with several yellow things on his hair	0.0	12.73	35.87	train	9606
v_uXPm6SMQH1M	A woman then appears and begin shaving off all of the horse's hair	12.37	24.03	35.87	train	9607
v_uXPm6SMQH1M	The side is completely gone and when she moves from the back she goes underneath his body to remove that hair as well	24.03	35.87	35.87	train	9608
v_tgnyGoKM2tM	We see a man talking in a bike shop	0.0	130.4	130.4	train	9609
v_tgnyGoKM2tM	The man touches the handle bars of a bike then grabs a wire off a table	2.61	11.74	130.4	train	9610
v_tgnyGoKM2tM	The man strings the wire through the bikes brake system	18.91	48.25	130.4	train	9611
v_tgnyGoKM2tM	The man adds a black plastic sheath over the wire and attaches it to the wheel brace	61.29	126.49	130.4	train	9612
v_diZvvLb46O8	The team in white and red uniform danced in the court	10.06	33.19	201.17000000000002	train	9613
v_diZvvLb46O8	The team individually do jumping rope, danced on the ground	23.13	164.96	201.17000000000002	train	9614
v_diZvvLb46O8	The team do jumping ropes where two females hold the end of the jumping rope, rotating them as the other team member jumped inside the rope and dance	82.48	201.17	201.17000000000002	train	9615
v_6ITE3hona-4	a person is assembling a vacuum on the carpet	0.0	68.78	208.42000000000002	train	9616
v_6ITE3hona-4	They plug the vacuum in	69.82	72.95	208.42000000000002	train	9617
v_6ITE3hona-4	They turn the vacuum on and begin vacuuming the floor	72.95	117.76	208.42000000000002	train	9618
v_6ITE3hona-4	They take the attachment hose off and vacuum the base boards and stairs	117.76	158.4	208.42000000000002	train	9619
v_6ITE3hona-4	They take the filter out and empty it	161.53	168.82	208.42000000000002	train	9620
v_6ITE3hona-4	They unplug the vacuum and put it in the closet	200.09	208.42	208.42000000000002	train	9621
v_nTsXn3oHf_8	A small boy plays on a stair stepper in a store	0.0	44.79	44.79	train	9622
v_nTsXn3oHf_8	We back up and see the boys legs	30.46	40.98	44.79	train	9623
v_nTsXn3oHf_8	The camera zooms in on the boy again	41.21	44.79	44.79	train	9624
v_xfyoEDb6kVg	A boy spins around a gym with a tennis racket and pushes a ball around to another boy	0.0	130.89	130.89	train	9625
v_xfyoEDb6kVg	The boys run back and fourth bouncing balls against a wall with their hands and a tennis racket	16.36	38.61	130.89	train	9626
v_xfyoEDb6kVg	They slide around the floor pushing the ball and continue hitting the ball back and fourth across the gym	50.39	85.73	130.89	train	9627
v_bMRx3vSVZUQ	A man is seen in several shots looking off into the distance followed by others riding around on boards	0.88	37.76	175.61	train	9628
v_bMRx3vSVZUQ	The men gear up on the sides while speaking to the camera and ride around on the water	35.12	140.49	175.61	train	9629
v_bMRx3vSVZUQ	The people continue to ride around while others watch on the side	120.29	172.1	175.61	train	9630
v_xs4MvE_uAtU	A person uses a brush to scrub a shoe over a sink	7.56	166.4	216.11	train	9631
v_xs4MvE_uAtU	They wipe the shoe off with a white towel	157.76	186.93	216.11	train	9632
v_xs4MvE_uAtU	He lifts up the shoe to show the camera	189.1	216.11	216.11	train	9633
v_q_eRxmeGJBY	We see an image of a male gymnast in mid swing	0.0	3.92	98.03999999999999	train	9634
v_q_eRxmeGJBY	We see a title card with a family on it	3.92	14.71	98.03999999999999	train	9635
v_q_eRxmeGJBY	A man swings around on a pommel horse	14.71	62.74	98.03999999999999	train	9636
v_q_eRxmeGJBY	A man in blue plan swing his legs back and forth	62.74	83.82	98.03999999999999	train	9637
v_q_eRxmeGJBY	The man in red shorts is spinning wildly	83.82	90.19	98.03999999999999	train	9638
v_q_eRxmeGJBY	He then spins on a round device	90.19	98.04	98.03999999999999	train	9639
v_C2KzNljiTIU	A woman is seated, brushing her hair with her back to the camera	0.0	17.01	52.34	train	9640
v_C2KzNljiTIU	She continues brushing with long strokes	18.32	42.39	52.34	train	9641
v_C2KzNljiTIU	She leans her head to one side, continuing to brush	43.18	52.34	52.34	train	9642
v_vXOT_VXWOqo	Several shots are shown of large groups of people running around a field	0.0	25.93	207.4	train	9643
v_vXOT_VXWOqo	Audience members are seen cheering while people play soccer on the side	60.15	160.74	207.4	train	9644
v_vXOT_VXWOqo	People continue playing up and down the field while others watch them play	143.11	201.18	207.4	train	9645
v_UlddctIswqo	A girl wearing an orange hoodie and a girl wearing a black blouse enter a home and go into the kitchen	0.0	19.9	159.19	train	9646
v_UlddctIswqo	The girls are preparing to bake cookies	20.69	46.96	159.19	train	9647
v_UlddctIswqo	The cell phone rings and both girls get excited	46.16	66.86	159.19	train	9648
v_UlddctIswqo	Some one is at the front door and the girl in the orange hoodie runs through the house to go answer the door	66.86	95.51	159.19	train	9649
v_UlddctIswqo	The girl in the black blouse is at the door disguised as a man	96.31	132.92	159.19	train	9650
v_UlddctIswqo	The girl in the orange hoodie squeezes a bar of butter and it falls to the floor and slams the door shut	135.31	141.68	159.19	train	9651
v_UlddctIswqo	The girl in the black blouse turns and walks away dejected	140.08	159.19	159.19	train	9652
v_zCND0HJq6Iw	A white man is on the stage with long dreads throwing up the piece sign to the audience	0.0	14.75	75.63	train	9653
v_zCND0HJq6Iw	After their interaction,the man begins to play the wind pipes on his back as he walks back and forth across the stage	14.75	40.08	75.63	train	9654
v_zCND0HJq6Iw	The crowd is shown and the camera goes back to the stage and several lights come on as the guitarist begins to play	40.08	75.63	75.63	train	9655
v_3boxQwSpv-8	A little girl smiles and talks to the camera	0.0	3.46	30.09	train	9656
v_3boxQwSpv-8	She and other children are then shown washing their hands at sinks	3.31	25.43	30.09	train	9657
v_3boxQwSpv-8	They talk about singing the birthday song or counting to know how long they should wash their hands	25.58	30.09	30.09	train	9658
v_xM5OQYON59w	We see a man with a ball he is preparing to throw shotput	0.0	14.94	46.69	train	9659
v_xM5OQYON59w	The man lifts his arm	15.17	17.74	46.69	train	9660
v_xM5OQYON59w	The man spins and throws the ball	17.51	24.98	46.69	train	9661
v_xM5OQYON59w	We see men in the distance measure	24.98	32.21	46.69	train	9662
v_xM5OQYON59w	We see the thrower grab his jacket and walk away	33.15	46.69	46.69	train	9663
v_G-giwt-TN8A	We see a tractor and a title screen	0.0	5.12	93.02000000000001	train	9664
v_G-giwt-TN8A	We see a tractor blowing leaves	0.0	79.53	93.02000000000001	train	9665
v_G-giwt-TN8A	We see the tractor up close	31.16	51.63	93.02000000000001	train	9666
v_G-giwt-TN8A	We see the closing title screen	79.53	82.79	93.02000000000001	train	9667
v_G-giwt-TN8A	We then see flowers on trees	83.25	93.02	93.02000000000001	train	9668
v_7tdlcmbuLOA	A man is seen speaking to the camera that leads into several clips of people wake boarding	0.0	51.06	204.22	train	9669
v_7tdlcmbuLOA	The man then speaks to a woman and helps demonstrate how to properly ride the wake board	51.06	153.17	204.22	train	9670
v_7tdlcmbuLOA	The boat then takes off and helps the girl ride along while she falls the first time then successfully rides	141.93	200.14	204.22	train	9671
v_nxNJNn8blDw	An old man with eyeglasses is standing in front of model tiles talking to the camera	2.03	7.78	67.62	train	9672
v_nxNJNn8blDw	A group of men in black started to removed the first half of the carpet in the living room, then replaced it with lighter, newer carpet	7.1	24.34	67.62	train	9673
v_nxNJNn8blDw	The group of men in black shirts moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor	10.14	24.34	67.62	train	9674
v_nxNJNn8blDw	The group of men put the carpet on the floor, they measure it, cut it and taped it	12.51	56.8	67.62	train	9675
v_nxNJNn8blDw	When the new carpet is properly installed, the men vacuum the carpet while the lady walked in the living room	52.07	63.56	67.62	train	9676
v_nxNJNn8blDw	The men and the old man and the woman removed the TV from the wall and installed a wooden TV set furniture, while the other men and the lady arranged the couch and put the pillows on it	55.45	63.56	67.62	train	9677
v_XBbSLB3Ov0w	A group of eight people are white rafting in somewhat calm water as the two people in the back paddle them down the water	0.0	46.87	120.19	train	9678
v_XBbSLB3Ov0w	The two people in the back continue paddling and the camera zooms in on them but the water is too calm for them to get the full experience and nothing is happening	46.27	118.99	120.19	train	9679
v_XBbSLB3Ov0w	Lastly, a blue screen flashes and white words appear	119.59	120.19	120.19	train	9680
v_2VYQ4q24D-4	Two cars are parked on the side of the road as train passes by	0.0	38.57	92.95	train	9681
v_2VYQ4q24D-4	All of a sudden,the angle shifts and a boy begins skateboarding down the hill and throughout the city	38.11	92.95	92.95	train	9682
v_vOI3hJ45lag	A man sits on a table with accordions	0.0	6.76	58.77	train	9683
v_vOI3hJ45lag	Then the man holds an accordion while touching the buttons and talking	7.35	58.77	58.77	train	9684
v_iOgmO3MMeH4	A woman plays piano in a room decorated with candles	27.27	62.41	104.89	train	9685
v_iOgmO3MMeH4	Katty Perry walks with a man in street, they she plays the piano, then she talks with the man	62.41	104.89	104.89	train	9686
v_uR-o9wILN6U	The man in blue shirt with cap is hitting the thick rope	0.0	16.28	191.47	train	9687
v_uR-o9wILN6U	The man get on the rope and the crowd applauded	12.45	49.78	191.47	train	9688
v_uR-o9wILN6U	The man in blue shirt started to bounced on the rope doing some tricks like sitting on the rope, bouncing on his chest, cartwheel and walking on the rope	31.59	191.47	191.47	train	9689
v_MduMjuxuIac	Men walk out on a stage clap and high five	0.0	18.08	180.81	train	9690
v_MduMjuxuIac	The men perform a cheerleader routine	18.99	169.06	180.81	train	9691
v_MduMjuxuIac	They hold five men in the air and flip them and flip four men in groups	83.17	125.67	180.81	train	9692
v_MduMjuxuIac	One man is lifted high and swings two men on his arms to the other side then five men make a star like shape	127.47	145.56	180.81	train	9693
v_MduMjuxuIac	the men kneel and dance and pose for the finish	162.73	168.16	180.81	train	9694
v_MduMjuxuIac	The men jump and cheer as they leave the stage	169.06	180.81	180.81	train	9695
v_MduMjuxuIac	A person in the front row stands in front of the camera	179.01	180.81	180.81	train	9696
v_Ga-204sSRoc	A man is seen kneeling of a roof while holding a piece of wood	0.0	12.06	46.37	train	9697
v_Ga-204sSRoc	He begins hammering down the piece of wood while the camera pans around	12.52	38.49	46.37	train	9698
v_Ga-204sSRoc	He continues hammering around and looks back at the camera	29.68	44.28	46.37	train	9699
v_KeTYxQkYfQw	A man is seen looking to the camera and snapping his fingers	0.0	52.85	170.49	train	9700
v_KeTYxQkYfQw	This leads into a man playing an instrument while the camera watches	45.18	120.2	170.49	train	9701
v_KeTYxQkYfQw	The man continues to play moving his hands up and down and looking back to the camera	111.67	166.23	170.49	train	9702
v_rtJTJ10ppRc	A group of people are outside at the beach playing sand volley ball	0.0	4.4	20.48	train	9703
v_rtJTJ10ppRc	The ball falls and a fat boy with yellow shirts takes the ball and tries to serve it	4.4	11.78	20.48	train	9704
v_rtJTJ10ppRc	However,the ball doesn't make it over the net,rolls back and he goes to get it	11.78	20.48	20.48	train	9705
v_Cx1614E1Mgk	A man is talking and playing drums in a split screen	0.0	14.06	122.25	train	9706
v_Cx1614E1Mgk	As he explains the process, he uses his hands to beat out a tune	14.67	71.52	122.25	train	9707
v_Cx1614E1Mgk	He continues talking and playing until it switches exclusively to him playing the drums	72.74	122.25	122.25	train	9708
v_LlhgIOYsxsE	People are sitting work out machines	4.12	50.61	74.98	train	9709
v_LlhgIOYsxsE	They begin pulling a rope to work out	6.75	50.61	74.98	train	9710
v_LlhgIOYsxsE	A woman is standing next to a work out machine	56.23	65.61	74.98	train	9711
v_yRD0WDE5IG0	Several people exercise in a room	0.0	218.27	218.27	train	9712
v_yRD0WDE5IG0	The step on and off of a platform in rhythm	20.74	218.27	218.27	train	9713
v_yRD0WDE5IG0	They are very dancing intensely	48.02	218.27	218.27	train	9714
v_yRD0WDE5IG0	Some of them spin in circles	88.4	218.27	218.27	train	9715
v__tPDUYSu1IQ	There are two men elbow wrestling on a table	25.37	47.12	181.23	train	9716
v__tPDUYSu1IQ	There are several people are watching them wrestle	47.12	77.02	181.23	train	9717
v__tPDUYSu1IQ	In another scene, there are two more men elbow wrestling	77.02	110.55	181.23	train	9718
v__tPDUYSu1IQ	There are a series of elbow wrestling events shown in the video where one man is more forceful than the other and ends up winning the wrestling game	110.55	130.49	181.23	train	9719
v__tPDUYSu1IQ	There are some over dramatized scenes where people are elbow wrestling and over reacting to the game	130.49	165.83	181.23	train	9720
v__tPDUYSu1IQ	There are also some referees seen acting as moderators in the elbow wrestling match	165.83	170.36	181.23	train	9721
v_MFvdMVCzfB0	A girl wearing a red shirt and white shorts is standing in her bathroom at the sink with a toothbrush in her hand	18.11	63.86	190.64	train	9722
v_MFvdMVCzfB0	She takes some toothpaste and puts it on her brush and begins brushing	63.86	106.76	190.64	train	9723
v_MFvdMVCzfB0	She starts to dance as she brushes her teeth and wiggles her body too	106.76	142.98	190.64	train	9724
v_MFvdMVCzfB0	She continues brushing and dances faster and laughs	142.98	169.67	190.64	train	9725
v_MFvdMVCzfB0	Then she realizes that her mouth is full of toothpaste foam and that it is coming out, she spits it out in the sink	169.67	178.24	190.64	train	9726
v_DZVJtWJrWTU	A young woman with red and black hair is shown using a hair dryer	0.0	26.2	209.61	train	9727
v_DZVJtWJrWTU	She uses a large round brush to brush her hair straight as it dries	32.49	167.69	209.61	train	9728
v_DZVJtWJrWTU	When she is done, she rakes her hand through her hair and brushes it into place	168.73	209.61	209.61	train	9729
v_sfeUXTuKMs8	"Photos of horses are shown followed by the ""Equestrian Life"" logo"	0.0	12.8	160.02	train	9730
v_sfeUXTuKMs8	A woman stands outside with a brown horse and puts on a helmet	12.8	57.61	160.02	train	9731
v_sfeUXTuKMs8	The woman talks to the camera and mounts the horse	58.41	108.01	160.02	train	9732
v_sfeUXTuKMs8	She continues to speak to the camera and then walks the horse in a circle	108.81	160.02	160.02	train	9733
v_e9R62cyqW4A	A person is seen riding a bike down a long road followed by a large camel off in the distance	0.0	29.1	67.66	train	9734
v_e9R62cyqW4A	The animal moves closer while the camera zooms in the three people riding on the top the camel and passing by more riding camels	30.79	67.66	67.66	train	9735
v_tqanHyXTFFw	A woman is seen speaking to the camera that leads into a man speaking to a group	0.82	27.36	81.67	train	9736
v_tqanHyXTFFw	Another man speaks to the camera while the demonstrator points to a bike and takes off a wheel	23.68	60.43	81.67	train	9737
v_tqanHyXTFFw	More people speak to the camera while the man demonstrates how to put air in a tire and well as taking it apart	42.87	80.03	81.67	train	9738
v_XCejO7RyWdA	A woman in a pink shirt is standing outside	0.0	54.1	54.1	train	9739
v_XCejO7RyWdA	A brown dog is playing with a frisbee	7.03	54.1	54.1	train	9740
v_XCejO7RyWdA	The dog is standing on the woman's back	16.77	18.4	54.1	train	9741
v_l12QfUhRLLc	stadium is shown with a lot of people in the audience sitting on stands watching a criquet game	0.0	45.87	45.87	train	9742
v_l12QfUhRLLc	men are being interviewed in the field	13.3	18.12	45.87	train	9743
v_aQAAzVQ_gSA	A man is standing at a toy machine before he looks up and runs, jumping over a counter	0.0	18.72	170.16	train	9744
v_aQAAzVQ_gSA	He grabs a bowling ball and begins bowling	19.57	102.94	170.16	train	9745
v_aQAAzVQ_gSA	The men do backflips and slide as they bowl, sometimes rolling the balls under each other	108.05	135.27	170.16	train	9746
v_aQAAzVQ_gSA	One is blindfolded before making a strike, then the other does hand stands on the equipment	137.83	170.16	170.16	train	9747
v_5yqHTGQm2B0	Men on these robotic looking pogo sticks are playing basketball inside of a court	0.0	20.37	84.87	train	9748
v_5yqHTGQm2B0	They are walking on the pogo sticks and jumping a bit too	20.37	41.16	84.87	train	9749
v_5yqHTGQm2B0	They try to get the ball in the hoop and continue bouncing around the court	41.16	68.32	84.87	train	9750
v_5yqHTGQm2B0	A man in green does a flip in the air and shoots the ball into the hoop	68.32	84.87	84.87	train	9751
v_kTJDylL6pCU	A dog is seen standing in a bath tub chained to a tub and a woman walks into frame and grabs the dog	9.06	59.8	181.21	train	9752
v_kTJDylL6pCU	She hold up a bottle and sprays it around the dog, rubbing it into it's fur while speaking to the camera	58.89	132.28	181.21	train	9753
v_kTJDylL6pCU	She then takes a hose and sprays the dog with water and ends by looking back to the camera	131.38	181.21	181.21	train	9754
v_czh5nNO_Eow	"A black screen appears with white words that read ""How to Paint a Paneled Door"""	0.0	2.15	215.25	train	9755
v_czh5nNO_Eow	A man then appears in front of a red door that is leaning up against a wall that has plastic on it, and he's talking and touching the door	2.15	30.13	215.25	train	9756
v_czh5nNO_Eow	The man then grabs a paint brush and begins painting on paints various parts of the door while continuing to talk	30.13	205.56	215.25	train	9757
v_czh5nNO_Eow	The man stops painting, and begins talking as he points at a few things on the door	205.56	212.02	215.25	train	9758
v_czh5nNO_Eow	A black screen appears with white words that include a website if someone wants more information	212.02	215.25	215.25	train	9759
v_VLg5XqBRorY	We see an opening title screen	0.0	5.58	185.9	train	9760
v_VLg5XqBRorY	We see a chef at an omelette bar making multiple omelets at the same time	5.58	153.37	185.9	train	9761
v_VLg5XqBRorY	We see the man pour more egg into the pans	54.84	72.5	185.9	train	9762
v_VLg5XqBRorY	The man sprinkles seasonings on the omelets	100.39	127.34	185.9	train	9763
v_VLg5XqBRorY	The man pours the omelettes on plates	134.78	154.3	185.9	train	9764
v_VLg5XqBRorY	We then see the ending screen	155.23	167.31	185.9	train	9765
v_VLg5XqBRorY	We see photos of the chef	167.31	185.9	185.9	train	9766
v_zaPxNw11llc	An individual stands behind a netted area	0.0	8.3	21.85	train	9767
v_zaPxNw11llc	The individual begins to swing for a hammer throw	8.3	18.03	21.85	train	9768
v_zaPxNw11llc	The individual releases the weight	18.03	21.85	21.85	train	9769
v_54VcTlhF2H8	man is standing on a race track ready to make gymnastics in parallels in the midle of a stadium	3.18	70.28	70.64	train	9770
v_54VcTlhF2H8	a lot of people are sitting or walking on stands	0.0	70.28	70.64	train	9771
v_54VcTlhF2H8	the man lands in the floor, greets and people applauds	62.16	70.28	70.64	train	9772
v_0vCynjlkM5A	A green race car comes into a pit stop	0.0	13.14	13.14	train	9773
v_0vCynjlkM5A	The man with the jack lifts the car up	1.18	2.43	13.14	train	9774
v_0vCynjlkM5A	The pit crew begins to work on the car by changing the front and rear tires of the car	2.17	10.38	13.14	train	9775
v_0vCynjlkM5A	The jack man then takes the jack out as a man in a pink shirt comes in front of the camera	10.45	13.14	13.14	train	9776
v_wOwWidUOaxc	A man is seen kneeling down in a picture followed by two men bending down towards one another	0.0	39.59	73.32	train	9777
v_wOwWidUOaxc	They begin wrestling and one man pushes the other down and their clip is shown again	34.83	73.32	73.32	train	9778
v_ZX8sFpq471A	A man and a woman are in a room with several targets behind them talking	0.0	35.23	111.83	train	9779
v_ZX8sFpq471A	The lady is then shown in another room demonstrating the proper technique to be efficient in archery	35.23	84.43	111.83	train	9780
v_ZX8sFpq471A	Two pattern continues and then the girl comes back and is shown with bows behind her back before shooting at a target on the wall	84.99	111.83	111.83	train	9781
v_W5jswt09V3s	A group of men are playing instruments outside a building	0.0	20.26	192.98	train	9782
v_W5jswt09V3s	Two men crouch in front of each other as they play	25.09	47.28	192.98	train	9783
v_W5jswt09V3s	The men jump up, and begin doing martial arts moves around each other, simulating kicks and flips	51.14	192.98	192.98	train	9784
v__n0cR3Oshxg	A man sits on front a bowl, then a woman shows cookie dough in bowls, then review a cookbook	5.46	32.77	218.45	train	9785
v__n0cR3Oshxg	Then, the woman make dough balls and putsion a baking pan, also a teen makes dough balls and puts in baking pan	33.86	206.44	218.45	train	9786
v__n0cR3Oshxg	After, the man put the cookies in the oven	206.44	212.99	218.45	train	9787
v_R2cL7miVEwA	A large group of people are seen running along a field and leads into them playing a field hockey game	1.96	110.77	196.05	train	9788
v_R2cL7miVEwA	The game continues on with arrows pointing to various players as well as shots of people falling down	89.2	190.17	196.05	train	9789
v_lx83HHNNrlc	A man holds the handle of a cleaning tool	0.66	9.86	131.44	train	9790
v_lx83HHNNrlc	The man cleans the kitchen floor	11.17	85.44	131.44	train	9791
v_lx83HHNNrlc	A lady discusses with the man	37.46	55.86	131.44	train	9792
v_lx83HHNNrlc	The man takes the mop out of the red bucket and moves the bucket aside	63.75	67.69	131.44	train	9793
v_lx83HHNNrlc	The lady stands next to a male	72.95	76.23	131.44	train	9794
v_lx83HHNNrlc	The lady gestures with her hands	82.15	84.12	131.44	train	9795
v_lx83HHNNrlc	The man hands the mop to the lady and empties the red bucket in the sink	93.98	97.26	131.44	train	9796
v_lx83HHNNrlc	The male grabs alcohol, while the lady mops	97.92	108.44	131.44	train	9797
v_lx83HHNNrlc	The man hands the bucket and mop to the male	121.58	122.9	131.44	train	9798
v_lx83HHNNrlc	The man waves and salutes	123.55	125.52	131.44	train	9799
v_lx83HHNNrlc	The lady laughs out loud	126.18	128.81	131.44	train	9800
v_lx83HHNNrlc	The man washes his hand	128.81	131.44	131.44	train	9801
v_uOmCwWVJnLQ	A bar of exercise equipment is shown in a living room	0.0	19.82	107.13	train	9802
v_uOmCwWVJnLQ	The different details of the equipment are being shown	20.35	73.92	107.13	train	9803
v_uOmCwWVJnLQ	The man holds on to the bar of the machine as he talks about it	76.06	107.13	107.13	train	9804
v_U6KrVIJSeDo	A close up of an exercise equipment is shown followed by a man walking into frame and begins using the machine	0.0	36.42	66.22	train	9805
v_U6KrVIJSeDo	The man moves back and fourth on the machine while the camera continues to capture his movements	39.73	66.22	66.22	train	9806
v_BsSZDCHPjtY	A large lake is seen with a man sitting in a tube as well as others looking around the area	0.26	19.16	51.1	train	9807
v_BsSZDCHPjtY	The men crash with one hitting up against a log and leads into the tube being moved around and the person sitting back on	15.33	48.8	51.1	train	9808
v_5Ra6milBrOM	An introduction animation is shown with the title of video	0.0	12.92	234.96	train	9809
v_5Ra6milBrOM	A female coach in sweats gives instructions to a group of students in a gym for a physical activity by acting out the routine	12.92	101.03	234.96	train	9810
v_5Ra6milBrOM	The students mimic the instructors motions	55.22	125.71	234.96	train	9811
v_5Ra6milBrOM	The coach points to different areas of the gym and individual groups of students	105.73	125.71	234.96	train	9812
v_5Ra6milBrOM	A student in black shorts runs across the gym	117.48	124.53	234.96	train	9813
v_5Ra6milBrOM	A group of students plays rock paper sissor	128.05	148.03	234.96	train	9814
v_5Ra6milBrOM	Students run around the perimeter of the gym to different stations	148.03	219.69	234.96	train	9815
v_5Ra6milBrOM	A student wearing a hat sits on the bench and looks sick	184.45	193.84	234.96	train	9816
v_5Ra6milBrOM	A animated page shows credits for the video	224.39	234.96	234.96	train	9817
v_Bvry1S-bYXU	A girl competes vault gymnastic in front the judges while spectators observe from the bleachers	0.0	103.59	158.15	train	9818
v_Bvry1S-bYXU	The gymnast approach to her coaches to talk and then they leave	103.59	125.73	158.15	train	9819
v_Bvry1S-bYXU	After, the a flashback of the performance of the gymnast is show	125.73	158.15	158.15	train	9820
v_uThAYmmxBFk	A large group of people are seen moving around a room performing an exercise routine	0.0	27.95	91.63	train	9821
v_uThAYmmxBFk	The people move up and down on beams while moving their arms around and a woman leading in front	22.45	71.01	91.63	train	9822
v_uThAYmmxBFk	The group continue dancing with one another and end by holding a pose	65.51	87.96	91.63	train	9823
v_OyV4eki18GE	A baby in a hat is sitting on a chair	0.0	9.31	77.58	train	9824
v_OyV4eki18GE	A man is holding the baby playing with a ball	9.7	76.03	77.58	train	9825
v_OyV4eki18GE	A baby is sleeping on a couch	76.41	77.58	77.58	train	9826
v_D-XCWhvStd4	We see the title screens for the video	0.0	3.26	130.43	train	9827
v_D-XCWhvStd4	We see a person skiing	3.26	11.09	130.43	train	9828
v_D-XCWhvStd4	We switch to a workshop and a list of tools	11.74	33.26	130.43	train	9829
v_D-XCWhvStd4	We see a man adds a band on a ski and the ski sits on a contraption	33.26	43.69	130.43	train	9830
v_D-XCWhvStd4	A man brushes and rubs the ski	43.69	60.65	130.43	train	9831
v_D-XCWhvStd4	We see colorful wax and a man turning a dial	60.65	73.69	130.43	train	9832
v_D-XCWhvStd4	The man pours wax and we get instructions before he irons the wax on the ski	74.34	102.39	130.43	train	9833
v_D-XCWhvStd4	The man scrapes the wax and brushes the ski	103.04	119.99	130.43	train	9834
v_D-XCWhvStd4	We get a ski fact and the video end card shows	119.99	130.43	130.43	train	9835
v_SXwCedd4MKg	A person is seen throwing a frisbee off into the distance and a dog chasing after it	0.0	43.46	173.82999999999998	train	9836
v_SXwCedd4MKg	Several shots are shown of dogs running after frisbees after their owner throws them	46.93	121.68	173.82999999999998	train	9837
v_SXwCedd4MKg	More dogs are seen chasing after the frisbees while the owner watches from behind	98.21	164.26	173.82999999999998	train	9838
v__zR5wVbz3xU	A man jumps onto bars and starts swinging on them	0.0	55.25	59.1	train	9839
v__zR5wVbz3xU	He does a flip off them and lands on a mat	55.84	59.1	59.1	train	9840
v_uXX2lSVAXq8	A medical processional puts a device and needle in someones face	0.0	99.19	162.61	train	9841
v_uXX2lSVAXq8	It is actually a piercing	56.91	117.89	162.61	train	9842
v_uXX2lSVAXq8	He cleans it and then she gets up	106.51	162.61	162.61	train	9843
v_YK5n3YTf8pI	A group of photographers take pictures as a weight lifter shows up on stage and prepares his hands	0.0	11.43	60.14	train	9844
v_YK5n3YTf8pI	He lifts a barbell at the knees, then pauses at his chest	12.93	39.09	60.14	train	9845
v_YK5n3YTf8pI	He lifts the barbell over his head before dropping it back to the ground	39.09	60.14	60.14	train	9846
v_ZXEc0cahpuw	There is a woman whose wearing nothing but shorts and a tshirt	0.3	30.37	30.37	train	9847
v_ZXEc0cahpuw	She is shown sitting on a rock while washing the little bit of clothes she has in the river	0.0	29.92	30.37	train	9848
v_VFUk9WX8y5w	A group of people holding skateboards stand on the start line, then people skateboard down the road	0.0	33.88	157.57999999999998	train	9849
v_VFUk9WX8y5w	They get in a school bus, then, they skateboard on the road	33.88	48.06	157.57999999999998	train	9850
v_VFUk9WX8y5w	A boy falls on the ground, and other people continue skateboarding	48.06	70.12	157.57999999999998	train	9851
v_VFUk9WX8y5w	Two, people fall on the road	70.12	74.06	157.57999999999998	train	9852
v_VFUk9WX8y5w	After, a man gives the start to people who skateboard on the road until reach the finish line to receive their trophies	74.85	144.98	157.57999999999998	train	9853
v_VFUk9WX8y5w	A person skateboard jumping on a ramp	145.77	157.58	157.57999999999998	train	9854
v_Rh2UGc42X0M	A woman smiles before sledding down a hill on an intertube	0.0	22.43	166.16	train	9855
v_Rh2UGc42X0M	She laughs and waves at the camera on the way down the hill	25.76	128.78	166.16	train	9856
v_Rh2UGc42X0M	Several people are then shown sledding together before coming to a stop on a snowy slope	131.27	166.16	166.16	train	9857
v_M0UsJ31h64U	A large group of people are shown swimming around in a pool playing water polo	0.0	224.93	224.93	train	9858
v_M0UsJ31h64U	The match continues on with people passing the ball around the pool while many sit along the sidelines and watch	118.09	224.93	224.93	train	9859
v_Ej_a4iCd45I	We see the title cards on blue	0.0	4.37	174.94	train	9860
v_Ej_a4iCd45I	We see men playing beach volleyball	4.37	163.57	174.94	train	9861
v_Ej_a4iCd45I	We see an interview with a man	15.74	56.86	174.94	train	9862
v_Ej_a4iCd45I	Two men high five each other the men all trade sides	67.35	71.73	174.94	train	9863
v_Ej_a4iCd45I	The ball lands on the ground	96.22	103.21	174.94	train	9864
v_Ej_a4iCd45I	A man kicks the ball to the other side	121.58	124.21	174.94	train	9865
